PlayerId,FirstName,LastName,CommonName,ShortName,Gender,BirthDate,BirthCity,BirthCountry,Nationality,Height,Weight,Status,Hand,YearPro,SinglesWorldRank,DoublesWorldRank
74560211,Samantha,Murray Sharan,Samantha Murray Sharan,S. Murray Sharan,female,1987-10-09T00:00:00,,Great Britain,Great Britain,178.0,,active,Right,,,
74560212,Julia,Lohoff,Julia Lohoff,J. Lohoff,female,,,Germany,Germany,,,active,,,,
74560212,Anna,Blinkova,Anna Blinkova,A. Blinkova,female,,Moskva,Russia,Russia,178.0,,active,Right,,33.0,
74560212,Arina,Rodionova,Arina Rodionova,A. Rodionova,female,,,Australia,Australia,168.0,60.0,active,Right,,46.0,
74560213,Anastasija,Sevastova,Anastasija Sevastova,A. Sevastova,female,1990-04-13T00:00:00,Liepāja,Latvia,Latvia,169.0,65.0,active,Right,2006.0,,
74560213,Monique,Adamczak,Monique Adamczak,M. Adamczak,female,1983-01-21T00:00:00,,Australia,Australia,,,active,Right,,,
74560214,Alexandra,Osborne,Alexandra Osborne,A. Osborne,female,1995-04-08T00:00:00,,Australia,Australia,,,active,,,,
74560214,Taylah,Preston,Taylah Preston,T. Preston,female,,,Australia,Australia,,,active,,,,
74560215,Nao,Hibino,Nao Hibino,N. Hibino,female,,,Japan,Japan,,,active,Right,,45.0,
74560215,Lesley,Pattinama Kerkhove,Lesley Pattinama Kerkhove,L. Pattinama Kerkhove,female,1991-11-04T00:00:00,,Netherlands,Netherlands,,,active,,,,
74560216,Renata,Voráčová,Renata Voráčová,R. Voráčová,female,1983-10-06T00:00:00,,Czech Republic,Czech Republic,,,active,,,,
74560216,Juan Manuel,Cerúndolo,Juan Manuel Cerúndolo,J. Cerúndolo,male,,,Argentina,Argentina,183.0,71.0,active,Left,,34.0,
74560217,Aleksandar,Vukic,Aleksandar Vukic,A. Vukic,male,,"Sydney, NSW",Australia,Australia,188.0,85.0,active,Right,,43.0,
74560217,Ashleigh,Barty,Ashleigh Barty,A. Barty,female,1996-04-24T00:00:00,"Ipswich, QLD",Australia,Australia,166.0,62.0,active,Right,,,
74560218,Priscilla,Hon,Priscilla Hon,P. Hon,female,1998-05-10T00:00:00,,Australia,Australia,,,active,,,,
74560218,Despina,Papamichail,Despina Papamichail,D. Papamichail,female,1993-02-09T00:00:00,,Greece,Greece,,,active,Unknown,,,
74560219,Anastasia,Gasanova,Anastasia Gasanova,A. Gasanova,female,1999-05-15T00:00:00,,Russia,Russia,,,active,Right,,,
74560219,Sofia,Kenin,Sofia Kenin,S. Kenin,female,,Moskva,Russia,United States,170.0,58.0,active,Right,,14.0,
74560219,John-Patrick,Smith,John-Patrick Smith,J. Smith,male,,"Townsville, QLD",Australia,Australia,188.0,84.0,active,Left,,,23.0
74560220,Adam,Taylor,Adam Taylor,A. Taylor,male,1991-06-23T00:00:00,,Australia,Australia,180.0,84.0,active,Right,,,
74560220,Jason,Taylor,Jason Taylor,J. Taylor,male,1994-02-23T00:00:00,,Australia,Australia,180.0,77.0,active,Right,,,
74560221,Edward,Winter,Edward Winter,E. Winter,male,2004-09-15T00:00:00,"Adelaide, SA",Australia,Australia,175.0,73.0,active,Right,,,
74560221,Artem,Sitak,Artem Sitak,A. Sitak,male,1986-02-08T00:00:00,,New Zealand,New Zealand,185.0,83.0,active,Right,2001.0,,
74560222,Treat Conrad,Huey,Treat Huey,T. Huey,male,1985-08-28T00:00:00,"Washington, D.C.",United States,Philippines,178.0,82.0,active,Left,2008.0,,
74560222,Frederik,Nielsen,Frederik Nielsen,F. Nielsen,male,1983-08-27T00:00:00,,Denmark,Denmark,190.0,76.0,active,Right,2001.0,,
74560223,Alex,Lawson,Alex Lawson,A. Lawson,male,1994-01-31T00:00:00,,United States,United States,191.0,84.0,active,Left,,,
74560223,James,Cerretani,James Cerretani,James. Cerretani,male,1981-10-02T00:00:00,,United States,United States,185.0,79.0,active,Left,2005.0,,
74560224,Fernando,Romboli,Fernando Romboli,Fernando Romboli,male,,"Rio de Janeiro, RJ",Brazil,Brazil,180.0,81.0,active,Right,,,19.0
74560224,Sem,Verbeek,Sem Verbeek,S. Verbeek,male,,Amsterdam,Netherlands,Netherlands,193.0,83.0,active,Left,,,22.0
74560225,Kateryna,Bondarenko,Kateryna Bondarenko,K. Bondarenko,female,1986-08-08T00:00:00,Kryvyi Rih,Ukraine,Ukraine,175.0,60.0,active,Right,2000.0,,
74560226,Rinky,Hijikata,Rinky Hijikata,R. Hijikata,male,,"Sydney, NSW",Australia,Australia,178.0,72.0,active,Right,,45.0,28.0
74560226,Dominik,Koepfer,Dominik Koepfer,D. Koepfer,male,,Furtwangen,Germany,Germany,180.0,79.0,active,Left,,38.0,41.0
74560226,Kevin,Anderson,Kevin Anderson,K. Anderson,male,1986-05-18T00:00:00,"Johannesburg, Gauteng",South Africa,South Africa,203.0,93.0,active,Right,2007.0,,
74560227,Destanee,Aiava,Destanee Aiava,D. Aiava,female,2000-05-10T00:00:00,,Australia,Australia,,,active,Right,,,
74560227,Lizette,Cabrera,Lizette Cabrera,L. Cabrera,female,1997-12-19T00:00:00,,Australia,Australia,,,active,,,,
74560228,Seone,Mendez,Seone Mendez,S. Mendez,female,1999-05-15T00:00:00,,Australia,Australia,,,active,Unknown,,,
74560228,Anastasia,Rodionova,Anastasia Rodionova,A. Rodionova,female,1982-05-12T00:00:00,,Australia,Australia,,,active,,,,
74560229,Mai,Hontama,Mai Hontama,M. Hontama,female,1999-08-30T00:00:00,,Japan,Japan,,,active,Unknown,,,
74560229,Matt,Reid,Matt Reid,M. Reid,male,1990-07-17T00:00:00,,Australia,Australia,,,active,,,,
74560230,Dominic,Inglot,Dominic Inglot,Dominic. Inglot,male,1986-03-06T00:00:00,,Great Britain,Great Britain,196.0,95.0,active,Right,,,
74560230,Ken,Skupski,Ken Skupski,K. Skupski,male,1983-04-09T00:00:00,Liverpool,England,Great Britain,185.0,85.0,active,Left,,,
74560231,Yuki,Bhambri,Yuki Bhambri,Y. Bhambri,male,,"New Delhi, Delhi",India,India,183.0,77.0,active,Right,,,10.0
74560231,Romain,Arneodo,Romain Arneodo,R. Arneodo,male,,Cannes,France,Monaco,175.0,,active,Right,,,20.0
74560232,Sergiy,Stakhovsky,Sergiy Stakhovsky,S. Stakhovsky,male,1986-01-06T00:00:00,,Ukraine,Ukraine,193.0,80.0,active,Right,2003.0,,
74560232,Altug,Celikbilek,Altug Celikbilek,A. Celikbilek,male,1996-09-07T00:00:00,,Turkey,Turkey,185.0,72.0,active,Right,,,
74560233,Yannick,Maden,Yannick Maden,Y. Maden,male,1989-10-28T00:00:00,,Germany,Germany,185.0,68.0,active,Right,2013.0,,
74560233,Gabriella,Da Silva Fick,Gabriella Da Silva Fick,G. Da Silva Fick,female,2000-08-23T00:00:00,,Australia,Australia,,,active,,,,
74560233,Olivia,Tjandramulia,Olivia Tjandramulia,O. Tjandramulia,female,1997-05-11T00:00:00,Jakarta,Indonesia,Australia,,,active,Right,,,
74560234,Ingrid,Neel,Ingrid Neel,I. Neel,female,1998-06-16T00:00:00,,United States,United States,,,active,,,,47.0
74560234,Sara,Errani,Sara Errani,S. Errani,female,,Bologna,Italy,Italy,164.0,60.0,active,Right,,41.0,
74560235,Christina,McHale,Christina McHale,C. McHale,female,1992-05-11T00:00:00,"Teaneck, NJ",United States,United States,170.0,62.0,active,Right,2010.0,,
74560235,Calum,Puttergill,Calum Puttergill,C. Puttergill,male,1993-10-22T00:00:00,,Australia,Australia,183.0,78.0,active,Right,,,
74560236,Aaron,Addison,Aaron Addison,A. Addison,male,1995-11-12T00:00:00,,Australia,Australia,193.0,82.0,active,Right,,,
74560236,Thomas,Fancutt,Thomas Fancutt,T. Fancutt,male,1995-02-25T00:00:00,,Australia,Australia,191.0,87.0,active,Right,,,
74560237,Harry,Bourchier,Harry Bourchier,H. Bourchier,male,1996-01-24T00:00:00,,Australia,Australia,185.0,76.0,active,Right,,,
74560237,Brandon,Walkin,Brandon Walkin,B. Walkin,male,1994-08-16T00:00:00,,Australia,Australia,188.0,79.0,active,Right,,,
74560238,Evan,King,Evan King,E. King,male,,"Chicago, IL",United States,United States,185.0,79.0,active,Left,,,4.0
74560238,Annerly,Poulos,Annerly Poulos,A. Poulos,female,2003-01-08T00:00:00,,Australia,Australia,,,active,,,,
74560239,Tina,Smith,Tina Smith,T. Smith,female,,,Australia,Australia,,,active,,,,
74560239,Peangtarn,Plipuech,Peangtarn Plipuech,P. Plipuech,female,1992-11-15T00:00:00,,Thailand,Thailand,,,active,,,,
74560240,Viktor,Durasovic,Viktor Durasovic,V. Durasovic,male,1997-03-19T00:00:00,,Norway,Norway,185.0,80.0,active,Right,2016.0,,
74560240,Moerani,Bouzige,Moerani Bouzige,M. Bouzige,male,1999-07-13T00:00:00,,Australia,Australia,,,active,,,,
74560240,Matthew Christopher,Romios,Matthew Christopher Romios,M. Romios,male,,"Melbourne, VIC",Australia,Australia,185.0,70.0,active,Right,,,34.0
74560241,Andrei,Vasilevski,Andrei Vasilevski,A. Vasilevski,male,1991-05-28T00:00:00,Minsk,Belarus,Belarus,185.0,80.0,active,Right,2009.0,,
74560241,Alana,Parnaby,Alana Parnaby,A. Parnaby,female,1994-09-15T00:00:00,,Australia,Australia,,,active,,,,
74560242,Isabella,Bozicevic,Isabella Bozicevic,I. Bozicevic,female,2001-11-12T00:00:00,,Australia,Australia,,,active,,,,
74560242,Michaela,Haet,Michaela Haet,M. Haet,female,1999-02-12T00:00:00,,Australia,Australia,,,active,,,,
74560243,Lisa,Mays,Lisa Mays,L. Mays,female,2000-10-10T00:00:00,,Australia,Australia,,,active,,,,
74560243,Alison,Bai,Alison Bai,A. Bai,female,1990-01-18T00:00:00,,Australia,Australia,,,active,,,,
74560244,Alicia,Smith,Alicia Smith,A. Smith,female,1996-09-27T00:00:00,,Australia,Australia,,,active,Right,,,
74560244,Jessy,Rompies,Jessy Rompies,J. Rompies,female,1990-04-14T00:00:00,,Indonesia,Indonesia,,,active,,,,
74560245,Beatrice,Gumulya,Beatrice Gumulya,B. Gumulya,female,1991-01-01T00:00:00,,Indonesia,Indonesia,,,active,,,,
74560245,Marco,Trungelliti,Marco Trungelliti,M. Trungelliti,male,1990-01-31T00:00:00,,Argentina,Argentina,178.0,80.0,active,Right,2008.0,,
74560246,Damir,Džumhur,Damir Džumhur,D. Džumhur,male,,Sarajevo,Bosnia and Herzegovina,Bosnia and Herzegovina,175.0,68.0,active,Right,,32.0,
74560246,Marcelo Tomas,Barrios-Vera,Tomas Barrios-Vera,M. Barrios-Vera,male,1997-10-12T00:00:00,,Chile,Chile,,,active,,,,
74560247,Tomáš,Macháč,Tomáš Macháč,T. Macháč,male,,Beroun,Czech Republic,Czechia,183.0,74.0,active,Right,,10.0,44.0
74560247,Emilio,Gomez,Emilio Gomez,E. Gomez,male,,,Ecuador,Ecuador,185.0,81.0,active,Right,,46.0,
74560247,Yannick,Hanfmann,Yannick Hanfmann,Y. Hanfmann,male,,Karlsruhe,Germany,Germany,193.0,86.0,active,Right,,44.0,40.0
74560248,Maximilian,Marterer,Maximilian Marterer,M. Marterer,male,,Nürnberg,Germany,Germany,188.0,77.0,active,Left,,40.0,
74560248,Liam,Broady,Liam Broady,L. Broady,male,,,Great Britain,Great Britain,183.0,78.0,active,Left,,47.0,
74560249,Salvatore,Caruso,Salvatore Caruso,S. Caruso,male,1992-12-15T00:00:00,,Italy,Italy,,78.0,active,Right,2010.0,,
74560249,Mikhail,Kukushkin,Mikhail Kukushkin,M. Kukushkin,male,1987-12-26T00:00:00,Volgograd,Russia,Kazakhstan,183.0,72.0,active,Right,2006.0,,
74560250,Timofey,Skatov,Timofey Skatov,T. Skatov,male,2001-01-21T00:00:00,Petropavlovsk,Kazakhstan,Kazakhstan,175.0,72.0,active,Right,2019.0,,
74560250,Radu,Albot,Radu Albot,R. Albot,male,,Chişinău,Moldova,Moldova,175.0,69.0,active,Right,,45.0,
74560251,Roman,Safiullin,Roman Safiullin,R. Safiullin,male,,Podolsk,Russia,Russia,185.0,75.0,active,Right,,42.0,
74560251,Nikola,Milojević,Nikola Milojević,N. Milojević,male,1995-06-19T00:00:00,,Serbia,Serbia,188.0,76.0,active,Right,2013.0,,
74560252,Ernesto,Escobedo,Ernesto Escobedo,E. Escobedo,male,1996-07-04T00:00:00,,United States,United States,185.0,82.0,active,Right,2014.0,,
74560252,Stefan,Kozlov,Stefan Kozlov,S. Kozlov,male,1998-02-01T00:00:00,,United States,United States,183.0,79.0,active,Right,2013.0,,
74560253,Zarina,Diyas,Zarina Diyas,Z. Diyas,female,1993-10-18T00:00:00,Almaty,Kazakhstan,Kazakhstan,172.0,64.0,active,Right,,,
74560253,Su Jeong,Jang,Jang Su Jeong,Jang Su Jeong,female,1995-03-13T00:00:00,,Korea Republic,Korea Republic,,,active,Right,,,
74560254,Arianne,Hartono,Arianne Hartono,A. Hartono,female,1996-04-21T00:00:00,,Netherlands,Netherlands,,,active,Unknown,,,
74560254,Stefanie,Voegele,Stefanie Voegele,S. Voegele,female,1990-03-10T00:00:00,Leuggern,Switzerland,Switzerland,170.0,60.0,active,Right,2006.0,,
74560254,Robin,Anderson,Robin Anderson,R. Anderson,female,1993-04-12T00:00:00,,United States,United States,,,active,Left,,,
74560255,James,Mccabe,James Mccabe,J. Mccabe,male,2003-07-05T00:00:00,,Australia,Australia,,,active,,,,
74560255,Marc,Polmans,Marc Polmans,M. Polmans,male,1997-05-02T00:00:00,,Australia,Australia,188.0,78.0,active,Right,2015.0,,
74560256,Andrew,Harris,Andrew Harris,A. Harris,male,,,Australia,Australia,183.0,82.0,active,Right,,,45.0
74560256,Tristan,Schoolkate,Tristan Schoolkate,T. Schoolkate,male,,,Australia,Australia,,,active,Left,,44.0,
74560257,Dane,Sweeny,Dane Sweeny,D. Sweeny,male,2001-02-12T00:00:00,,Australia,Australia,,,active,Unknown,,,
74560257,Li,Tu,Li Tu,L. Tu,male,1996-05-27T00:00:00,,Australia,Australia,,,active,,,,
74560258,Christopher,Rungkat,Christopher Rungkat,C. Rungkat,male,1990-01-04T00:00:00,,Indonesia,Indonesia,,,active,,,,
74560258,Jaimee,Fourliss,Jaimee Fourliss,J. Fourliss,female,1999-09-17T00:00:00,,Australia,Australia,,,active,,,,
74560259,Kimberly,Birrell,Kimberly Birrell,K. Birrell,female,,Düsseldorf,Germany,Australia,,,active,,,40.0,
74560259,Alexandra,Bozovic,Alexandra Bozovic,A. Bozovic,female,1999-02-15T00:00:00,,Australia,Australia,,,active,,,,
74560260,Saisai,Zheng,Zheng Saisai,Zheng Saisai,female,1994-02-05T00:00:00,,China PR,China PR,170.0,62.0,active,Right,,,
74560260,Ekaterina,Shalimova,Ekaterina Shalimova,E. Shalimova,female,2000-06-01T00:00:00,,Russia,Russia,,,active,,,,
74560260,Malek,Jaziri,Malek Jaziri,M. Jaziri,male,1984-01-20T00:00:00,Bizerte,Tunisia,Tunisia,185.0,82.0,active,Right,2003.0,,
74560261,Saketh,Myneni,Saketh Myneni,S. Myneni,male,,,India,India,193.0,85.0,active,Right,,,46.0
74560261,Abdulrahman,Al Janahi,Abdulrahman Al Janahi,Abdulrahman Al Janahi,male,,,United Arab Emirates,United Arab Emirates,,,active,,,,
74560262,Omar,Alawahdi,Omar Alawahdi,O. Alawahdi,male,1982-01-16T00:00:00,,United Arab Emirates,United Arab Emirates,,,active,Right,,,
74560262,Eden,Silva,Eden Silva,E. Silva,female,1996-03-14T00:00:00,London,England,Great Britain,175.0,62.0,active,Right,,,
74560263,Ipek,Oz,Ipek Oz,I. Oz,female,1999-07-08T00:00:00,,Turkey,Turkey,,,active,,,,
74560263,Bibiane,Schoofs,Bibiane Schoofs,B. Schoofs,female,1988-05-13T00:00:00,,Netherlands,Netherlands,,,active,Right,,,
74560264,Mubaraka,Al-Naimi,Mubaraka Al-Naimi,M. Al-Naimi,female,2001-04-13T00:00:00,,Qatar,Qatar,,,active,,,,
74560264,Emily,Webley-Smith,Emily Webley-Smith,E. Webley-Smith,female,1984-07-14T00:00:00,,Great Britain,Great Britain,168.0,,active,Right,,,
74560265,Brenda,Fruhvirtova,Brenda Fruhvirtova,B. Fruhvirtova,female,,,Czechia,Czechia,,,active,Left,,46.0,
74560265,Renata,Zarazua,Renata Zarazua,R. Zarazua,female,,Mexico City,Mexico,Mexico,160.0,,active,Right,,35.0,
74560266,Rebeka,Masarova,Rebeka Masarova,Rebeka Masarova,female,,Basel,Switzerland,Spain,185.0,,active,Right,,45.0,
74560266,Paula,Kania,Paula Kania,P. Kania,female,1992-11-06T00:00:00,,Poland,Poland,,,active,,,,
74560267,Mariam,Bolkvadze,Mariam Bolkvadze,M. Bolkvadze,female,1998-01-01T00:00:00,,Georgia,Georgia,,,active,Unknown,,,
74560267,Tamara,Korpatsch,Tamara Korpatsch,T. Korpatsch,female,,,Germany,Germany,,,active,,,44.0,
74560267,Katie,Boulter,Katie Boulter,K. Boulter,female,,Leicester,Great Britain,Great Britain,183.0,,active,Right,,26.0,
74560268,Elisabetta,Cocciaretto,Elisabetta Cocciaretto,E. Cocciaretto,female,,Ancona,Italy,Italy,165.0,,active,Right,,42.0,
74560268,Yuriko,Miyazaki,Yuriko Miyazaki,Y. Miyazaki,female,1995-11-11T00:00:00,,Japan,Japan,,,active,,,,
74560269,Vitalia,Diatchenko,Vitalia Diatchenko,V. Diatchenko,female,1990-08-02T00:00:00,,Russia,Russia,180.0,60.0,active,Right,,,
74560269,Andreea,Mitu,Andreea Mitu,A. Mitu,female,1991-09-22T00:00:00,,Romania,Romania,175.0,,active,Right,,,
74560270,Nicola,Geuer,Nicola Geuer,N. Geuer,female,1988-03-02T00:00:00,,Germany,Germany,,,active,,,,
74560270,Alicia,Barnett,Alicia Barnett,A. Barnett,female,1993-10-18T00:00:00,,Great Britain,Great Britain,,,active,,,,46.0
74560271,Olivia,Nicholls,Olivia Nicholls,O. Nicholls,female,1994-10-26T00:00:00,,Great Britain,Great Britain,,,active,,,,
74560271,Amina,Anshba,Amina Anshba,A. Anshba,female,1999-09-09T00:00:00,,Russia,Russia,,,active,Left,,,
74560272,Georgina,Garcia Perez,Georgina Garcia Perez,G. Garcia Perez,female,1992-05-13T00:00:00,,Spain,Spain,187.0,,active,Right,,,
74560272,Xenia,Knoll,Xenia Knoll,X. Knoll,female,1992-09-02T00:00:00,,Switzerland,Switzerland,,,active,,,,
74560273,Ivanna,Yastremska,Ivanna Yastremska,I. Yastremska,female,,,Ukraine,Ukraine,,,active,,,,
74560273,Marcela,Zacarias,Marcela Zacarias,M. Zacarias,female,1994-03-26T00:00:00,,Mexico,Mexico,,,active,Right,,,
74560274,Emma,Navarro,Emma Navarro,E. Navarro,female,,New York,United States,United States,170.0,,active,Right,,4.0,
74560274,Bianca,Fernandez,Bianca Fernandez,B. Fernandez,female,,,Canada,Canada,,,active,Right,,,
74560274,Juncheng,Shang,Shang Juncheng,Shang Juncheng,male,,Beijing,China PR,China PR,180.0,73.0,active,Left,,41.0,
74560275,Christopher,Eubanks,Christopher Eubanks,C. Eubanks,male,,,United States,United States,201.0,180.0,active,Right,,29.0,
74560275,Elvina,Kalieva,Elvina Kalieva,E. Kalieva,female,,,United States,United States,,,active,Unknown,,,
74560276,Ashlyn,Krueger,Ashlyn Krueger,A. Krueger,female,,"Dallas, TX",United States,United States,185.0,,active,Right,,21.0,
74560276,Robin,Montgomery,Robin Montgomery,R. Montgomery,female,,,United States,United States,,,active,Unknown,,44.0,
74560277,Daniel Elahi,Galán,Daniel Elahi Galán,D. Galán,male,,,Colombia,Colombia,191.0,72.0,active,Right,,42.0,
74560277,Fernando,Verdasco,Fernando Verdasco,F. Verdasco,male,1983-11-15T00:00:00,Madrid,Spain,Spain,188.0,90.0,active,Left,2001.0,,
74560278,Emilio,Nava,Emilio Nava,E. Nava,male,,,United States,United States,,,active,Left,,47.0,
74560278,Yue,Yuan,Yuan Yue,Yuan Yue,female,,Yangzhou,China PR,China PR,178.0,,active,Right,,47.0,
74560279,Alexandra,Eala,Alexandra Eala,A. Eala,female,,Quezon City,Philippines,Philippines,175.0,,active,Left,,27.0,
74560279,Maria,Carle,Maria Carle,M. Carle,female,,,Argentina,Argentina,,,active,,,46.0,
74560280,Paula,Ormaechea,Paula Ormaechea,P. Ormaechea,female,1992-09-28T00:00:00,,Argentina,Argentina,170.0,57.0,active,Right,,,
74560280,Daniela,Seguel,Daniela Seguel,D. Seguel,female,1992-11-15T00:00:00,,Chile,Chile,,,active,,,,
74560281,Maria,Herazo Gonzalez,Maria Herazo Gonzalez,M. Herazo Gonzalez,female,1997-03-22T00:00:00,,Colombia,Colombia,,,active,,,,
74560281,Yuliana,Lizarazo,Yuliana Lizarazo,Y. Lizarazo,female,1993-05-23T00:00:00,,Colombia,Colombia,,,active,,,,
74560281,Yuliana,Monroy,Yuliana Monroy,Y. Monroy,female,,,Colombia,Colombia,,,active,Right,,,
74560282,Lucrezia,Stefanini,Lucrezia Stefanini,L. Stefanini,female,,,Italy,Italy,,,active,Unknown,,47.0,
74560282,Suzan,Lamens,Suzan Lamens,S. Lamens,female,,Berkel en Rodenrijs,Netherlands,Netherlands,,,active,Right,,30.0,
74560283,Elina,Avanesyan,Elina Avanesyan,E. Avanesyan,female,,Pyatigorsk,Russia,Russia,173.0,,active,Right,,44.0,
74560283,Ylena,In-Albon,Ylena In-Albon,Y. In-Albon,female,1999-03-06T00:00:00,,Switzerland,Switzerland,,,active,Unknown,,,
74560284,Rebeca,Pereira,Rebeca Pereira,R. Pereira,female,1993-03-23T00:00:00,,Brazil,Brazil,,,active,,,,
74560284,Barbara,Gatica,Barbara Gatica,B. Gatica,female,1996-08-16T00:00:00,,Chile,Chile,,,active,,,,
74560285,Carolina Meligeni,Alves,Carolina Alves,Carolina Alves,female,1996-04-23T00:00:00,,Brazil,Brazil,,,active,Right,,,
74560285,Andrea,Gamiz,Andrea Gamiz,A. Gamiz,female,1992-10-31T00:00:00,,Venezuela,Venezuela,,,active,,,,
74560286,Gabriela,Lee,Gabriela Lee,G. Lee,female,,,Romania,Romania,,,active,,,,
74560286,Katarina,Zavatska,Katarina Zavatska,K. Zavatska,female,2000-02-05T00:00:00,,Ukraine,Ukraine,,,active,Right,,,
74560287,Sophie,Chang,Sophie Chang,S. Chang,female,1997-05-28T00:00:00,,United States,United States,,,active,,,,37.0
74560287,Francesca,Di Lorenzo,Francesca Di Lorenzo,F. Di Lorenzo,female,1997-07-22T00:00:00,,United States,United States,,,active,,,,
74560288,Allie,Kiick,Allie Kiick,A. Kiick,female,1995-06-30T00:00:00,,United States,United States,,,active,,,,
74560288,Alycia,Parks,Alycia Parks,A. Parks,female,,"Atlanta, GA",United States,United States,185.0,,active,Right,,27.0,
74560288,Colleen,Vandeweghe,Coco Vandeweghe,C. Vandeweghe,female,1991-12-06T00:00:00,"New York, NY",United States,United States,185.0,70.0,active,Right,,,
74560289,Sachia,Vickery,Sachia Vickery,S. Vickery,female,1995-05-11T00:00:00,"Miramar, FL",United States,United States,163.0,66.0,active,Right,,,
74560289,Julia,Grabher,Julia Grabher,J. Grabher,female,,,Austria,Austria,170.0,60.0,active,Left,,46.0,
74560290,Nikola,Bartunkova,Nikola Bartunkova,N. Bartunkova,female,2006-02-25T00:00:00,,Czech Republic,Czech Republic,,,active,Left,,,
74560290,Marina,Melnikova,Marina Melnikova,M. Melnikova,female,1989-02-05T00:00:00,,Russia,Russia,173.0,64.0,active,Right,2006.0,,
74560291,Pemra,Ozgen,Pemra Ozgen,P. Ozgen,female,1986-05-08T00:00:00,,Turkey,Turkey,170.0,60.0,active,Right,,,
74560291,Angelina,Gabueva,Angelina Gabueva,A. Gabueva,female,1988-12-07T00:00:00,,Russia,Russia,,,active,,,,
74560292,Anastasia,Zakharova,Anastasia Zakharova,A. Zakharova,female,,Volgograd,Russia,Russia,170.0,,active,Right,,37.0,
74560292,Anastasia,Tikhonova,Anastasia Tikhonova,A. Tikhonova,female,2001-01-21T00:00:00,,Russia,Russia,,,active,,,,
74560293,Berfu,Cengiz,Berfu Cengiz,B. Cengiz,female,1999-10-18T00:00:00,,Turkey,Turkey,,,active,Left,,,
74560293,Ayla,Aksu,Ayla Aksu,A. Aksu,female,1996-07-15T00:00:00,,Turkey,Turkey,,,active,,,,
74560294,Zeynep,Sönmez,Zeynep Sönmez,Z. Sönmez,female,,İstanbul,Turkey,Türkiye,170.0,,active,Right,,39.0,
74560294,Eva,Lys,Eva Lys,E. Lys,female,,Kyïv,Ukraine,Germany,165.0,,active,Right,,32.0,
74560295,Carlos,Gimeno Valero,Carlos Gimeno Valero,C. Gimeno Valero,male,,,Spain,Spain,,,active,,,,
74560295,Monica,Puig,Monica Puig,M. Puig,female,1993-09-27T00:00:00,San Juan,Puerto Rico,Puerto Rico,170.0,64.0,active,Right,2010.0,,
74560295,Petros,Tsitsipas,Petros Tsitsipas,P. Tsitsipas,male,,,Greece,Greece,,,active,Left,,,44.0
74560296,Marc,Lopez,Marc Lopez,M. Lopez,male,1982-07-31T00:00:00,Barcelona,Spain,Spain,175.0,72.0,active,Right,1999.0,,
74560296,Marine,Partaud,Marine Partaud,M. Partaud,female,1994-11-09T00:00:00,,France,France,,,active,,,,
74560297,Matteo,Arnaldi,Matteo Arnaldi,M. Arnaldi,male,,Sanremo,Italy,Italy,185.0,71.0,active,Right,,34.0,
74560297,Flavio,Cobolli,Flavio Cobolli,F. Cobolli,male,,Firenze,Italy,Italy,183.0,74.0,active,Right,,12.0,
74560298,Luca,Nardi,Luca Nardi,L. Nardi,male,,Pesaro,Italy,Italy,185.0,70.0,active,Right,,40.0,
74560298,Francesco,Passaro,Francesco Passaro,F. Passaro,male,,,Italy,Italy,,,active,Left,,46.0,
74560299,Julio,Peralta,Julio Peralta,J. Peralta,male,1981-09-09T00:00:00,,Brazil,Chile,188.0,79.0,active,Right,,,
74560299,Francesco,Forti,Francesco Forti,F. Forti,male,1999-07-26T00:00:00,,Italy,Italy,188.0,80.0,active,Right,2018.0,,
74560300,Claudia,Giovine,Claudia Giovine,C. Giovine,female,1990-07-18T00:00:00,,Italy,Italy,,,active,,,,
74560300,Anastasia,Grymalska,Anastasia Grymalska,A. Grymalska,female,1990-07-12T00:00:00,,Italy,Italy,,,active,,,,
74560301,Ella,Seidel,Ella Seidel,E. Seidel,female,,,Germany,Germany,,,active,,,,
74560301,Mandy,Minella,Mandy Minella,M. Minella,female,1985-11-22T00:00:00,,Luxembourg,Luxembourg,180.0,65.0,active,Right,,,
74560302,Maria,Timofeeva,Maria Timofeeva,M. Timofeeva,female,,,Russia,Russia,,,active,,,43.0,
74560302,Polona,Hercog,Polona Hercog,P. Hercog,female,1991-01-20T00:00:00,Maribor,Slovenia,Slovenia,182.0,70.0,active,Right,2006.0,,
74560302,Kateryna,Baindl,Kateryna Baindl,K. Baindl,female,,Mykolaiv,Ukraine,Ukraine,175.0,62.0,active,Right,,46.0,
74560303,Delia,Gaillard,Delia Gaillard,D. Gaillard,female,,,France,France,,,active,,,,
74560303,Joanne,Zuger,Joanne Zuger,J. Zuger,female,2000-11-17T00:00:00,,Switzerland,Switzerland,,,active,,,,
74560304,Lucie,Wargnier,Lucie Wargnier,L. Wargnier,female,1999-02-14T00:00:00,,France,France,,,active,,,,
74560304,Eudice,Chong,Eudice Chong,E. Chong,female,1996-04-22T00:00:00,,Hong Kong,Hong Kong,,,active,Left,,,
74560305,Alona,Fomina,Alona Fomina,A. Fomina,female,1989-07-05T00:00:00,,Russia,Russia,,,active,,,,
74560305,Ekaterina,Yashina,Ekaterina Yashina,E. Yashina,female,1993-08-06T00:00:00,,Russia,Russia,,,active,Left,,,
